seller_name,Count_of_favs,total_sales,total_shop_reviews,shop_rating,years_active_with_Etsy,seller_return_policy,seller_return_time,seller_shipping_time,seller_responsivess
victoriacharlotte,"3327 Admirers","5,925 sales","(2158)","4.9846","On Etsy since 2009","I gladly accept returns and exchanges","14 days of delivery","1–3 business days","within a few hours."
Truevintageantiques,"1008 Admirers","2,245 sales","(641)","5","On Etsy since 2014","I gladly accept cancellations","2 hours of purchase","1–3 business days",""
SociablyVintage,"227 Admirers","273 sales","(94)","5","On Etsy since 2013","I don't accept returns, exchanges, or cancellations","","1–3 business days","within a few hours."
BohoStreetMarket,"27 Admirers","125 sales","(31)","4.9355","On Etsy since 2019","I gladly accept returns and cancellations","3 days of delivery","1–3 business days","within a few hours."
UltimateMusicDirect,"27 Admirers","272 sales","(26)","4.7692","On Etsy since 2015","I gladly accept returns and exchanges","14 days of delivery","3–5 business days","within a few hours."
ecoolthings,"32 Admirers","25 sales","(4)","5","On Etsy since 2015","","","1–3 business days","within a few hours."
paperboyspaper,"177 Admirers","544 sales","(103)","5","On Etsy since 2013","","","1–3 business days","within 24 hours."
BensVintageItems,"550 Admirers","2,014 sales","(509)","4.8296","On Etsy since 2014","","","1–2 business days","within a few hours."
iluvmyyellowlabs,"113 Admirers","309 sales","(88)","4.875","On Etsy since 2016","","","1–2 business days","within a few hours."
timewarptoysdotcom,"120 Admirers","303 sales","(68)","5","On Etsy since 2014","","","1 business day","within a few hours."
TheRustyScarecrow,"2172 Admirers","613 sales","(172)","4.8462","On Etsy since 2012","I don't accept returns, exchanges, or cancellations","","1–3 business days","within 24 hours."
vintageshopr,"1 Admirer","2 sales","","","On Etsy since 2019","I gladly accept returns","14 days of delivery","1–2 business days",""
ricracandbuttons,"6742 Admirers","9,559 sales","(4673)","4.94","On Etsy since 2008","I gladly accept returns and exchanges","14 days of delivery","1–2 business days","within a few hours."
ArtDecorVintage,"68 Admirers","92 sales","(36)","5","On Etsy since 2018","I gladly accept returns and exchanges","14 days of delivery","1 business day","within 24 hours."
HistoiresAntiquites,"1272 Admirers","518 sales","(129)","5","On Etsy since 2014","I gladly accept returns, exchanges, and cancellations","7 days of delivery","1–2 business days","within 24 hours."
Castells925,"55 Admirers","48 sales","(13)","4.8","On Etsy since 2018","","","1–3 business days","within 24 hours."
VintageShopEU,"215 Admirers","397 sales","(67)","4.907","On Etsy since 2018","I gladly accept returns, exchanges, and cancellations","3 days of delivery","1–3 business days","within a few hours."
TheVintageAmerica,"853 Admirers","1,581 sales","(310)","4.8053","On Etsy since 2014","I gladly accept returns, exchanges, and cancellations","14 days of delivery","1–2 business days","within a few hours."
WorldofBacara,"9162 Admirers","12,294 sales","(3192)","4.9329","On Etsy since 2014","I gladly accept returns, exchanges, and cancellations","3 days of delivery","1 business day","within a few hours."
Thankyouplace,"","4 sales","(1)","1","On Etsy since 2019","I gladly accept returns and exchanges","14 days of delivery","3–5 business days","within 24 hours."
Harmony4Life,"1387 Admirers","893 sales","(123)","5","On Etsy since 2012","I gladly accept returns and exchanges","14 days of delivery","3–5 business days",""
TheCrawfordMarket,"61 Admirers","97 sales","(26)","5","On Etsy since 2017","I gladly accept returns","3 days of delivery","3–5 business days","within a few hours."
GrantsEmporium,"199 Admirers","65 sales","(9)","5","On Etsy since 2016","","","3–5 business days",""
KabulGallery,"2144 Admirers","775 sales","(132)","4.9697","On Etsy since 2015","I gladly accept returns, exchanges, and cancellations","14 days of delivery","1–2 business days","within 24 hours."
GrandMaCoffer,"165 Admirers","277 sales","(66)","4.8","On Etsy since 2017","","","1–3 business days","within 24 hours."
Littleboxesvintage,"905 Admirers","2,446 sales","(522)","5","On Etsy since 2010","I gladly accept returns","3 days of delivery","1–3 business days","within a few hours."
TheThriftyFoxShop,"47 Admirers","56 sales","(11)","5","On Etsy since 2019","I gladly accept cancellations","3 hours of purchase","1–3 business days","within a few hours."
CaityAshBadashery,"10341 Admirers","23,976 sales","(8354)","4.9413","On Etsy since 2011","I gladly accept exchanges","3 days of delivery","1–3 business days","within a few hours."
PossumBarnAntiques,"52 Admirers","110 sales","(27)","4.9","On Etsy since 2015","","","1 business day","within a few hours."
CirculationsByScott,"1 Admirer","11 sales","(2)","5","On Etsy since 2020","","","1–3 business days",""
Wittitudes,"14 Admirers","56 sales","(13)","4.6","On Etsy since 2018","I gladly accept returns and exchanges","14 days of delivery","1–2 business days","within a few hours."
NotOverItVintage,"982 Admirers","1,612 sales","(427)","4.9324","On Etsy since 2012","","","1–3 business days","within 24 hours."
maydo2019,"11 Admirers","4 sales","","","On Etsy since 2019","","","3–4 weeks",""
JapanVintageAntique,"906 Admirers","356 sales","(88)","4.9216","On Etsy since 2014","I gladly accept returns and cancellations","5 days of delivery","1 business day","within a few hours."
VintageStarrBeads,"9363 Admirers","23,283 sales","(10627)","4.9829","On Etsy since 2009","I gladly accept returns and cancellations","7 days of delivery","1–2 business days","within a few hours."
TheOddOwl,"3086 Admirers","4,509 sales","(1208)","4.9662","On Etsy since 2010","I don't accept returns, exchanges, or cancellations","","1–2 business days","within a few hours."
WorldofBacara,"9162 Admirers","12,294 sales","(3192)","4.9329","On Etsy since 2014","I gladly accept returns, exchanges, and cancellations","3 days of delivery","1 business day","within a few hours."
docblue48,"12 Admirers","9 sales","(2)","5","On Etsy since 2015","","","1–2 business days","within a few hours."
Truevintageantiques,"1008 Admirers","2,245 sales","(641)","5","On Etsy since 2014","I gladly accept cancellations","2 hours of purchase","1–3 business days",""
ARTetMUSIC,"12 Admirers","8 sales","","","On Etsy since 2016","I gladly accept returns and exchanges","14 days of delivery","3–5 business days","within a few hours."
EchosAntiques,"10 Admirers","37 sales","(16)","4.8125","On Etsy since 2019","","","1–2 business days",""
paperboyspaper,"177 Admirers","544 sales","(103)","5","On Etsy since 2013","","","1–3 business days","within 24 hours."
BONETOWNMUSIC,"1 Admirer","3 sales","(1)","5","On Etsy since 2020","I don't accept returns, exchanges, or cancellations","","1–3 business days",""
Harmony4Life,"1387 Admirers","893 sales","(123)","5","On Etsy since 2012","I gladly accept returns and exchanges","14 days of delivery","3–5 business days",""
RareAntiquesShop,"247 Admirers","201 sales","(41)","4.8","On Etsy since 2015","","","1–3 business days","within 24 hours."
UltimateMusicDirect,"27 Admirers","272 sales","(26)","4.7692","On Etsy since 2015","I gladly accept returns and exchanges","14 days of delivery","3–5 business days","within a few hours."
annabeparis,"252 Admirers","201 sales","(33)","4.6429","On Etsy since 2014","I gladly accept returns and exchanges","3 days of delivery","1 business day","within a few hours."
TimeTravelledCurios,"","2 sales","","","On Etsy since 2019","","","1–2 business days",""
WoodwindMedic,"2 Admirers","14 sales","(2)","5","On Etsy since 2019","I gladly accept returns and exchanges","14 days of delivery","3–5 business days",""
USSRka,"19 Admirers","12 sales","(4)","5","On Etsy since 2018","","","1–2 business days",""
FamilyRunThriftStore,"112 Admirers","288 sales","(61)","5","On Etsy since 2015","","","","within 24 hours."
SillaLtd,"952 Admirers","57 sales","(15)","5","On Etsy since 2012","","","1–2 weeks","within a few hours."
PearlsVintagebyPam,"1716 Admirers","1,560 sales","(366)","4.8889","On Etsy since 2016","I don't accept returns, exchanges, or cancellations","","1–3 business days","within a few hours."
Truevintageantiques,"1008 Admirers","2,245 sales","(641)","5","On Etsy since 2014","I gladly accept cancellations","2 hours of purchase","1–3 business days",""
CiaraAndAdamAntiques,"448 Admirers","849 sales","(152)","4.9722","On Etsy since 2016","I gladly accept returns and exchanges","14 days of delivery","1 business day","within a few hours."
GuitarsWantedNow,"52 Admirers","23 sales","(3)","5","On Etsy since 2018","I gladly accept cancellations","1 hour of purchase","1 business day","within a few hours."
TyRestores,"8 Admirers","80 sales","(33)","4.8485","On Etsy since 2019","","","1 business day","within a few hours."
NorthPhoenixCoin,"11 Admirers","195 sales","(36)","4.9722","On Etsy since 2020","","","1–3 business days","within a few hours."
TheSleepyArmadillo,"1292 Admirers","838 sales","(266)","4.9104","On Etsy since 2011","I don't accept returns, exchanges, or cancellations","","1–3 business days","within a few hours."
Tallulahway,"170 Admirers","438 sales","(160)","4.9259","On Etsy since 2013","I gladly accept returns and exchanges","7 days of delivery","1–2 business days","within a few hours."
LoisandJack,"1464 Admirers","3,849 sales","(871)","4.9776","On Etsy since 2013","","","3–5 business days","within a few hours."
AntiqueShopNS,"158 Admirers","463 sales","(102)","4.899","On Etsy since 2019","I gladly accept returns and exchanges","14 days of delivery","1–3 business days","within 24 hours."
CamdenTownMarket,"154 Admirers","745 sales","(223)","5","On Etsy since 2014","I gladly accept returns and exchanges","14 days of delivery","1–3 business days","within a few hours."
ZiggyzAttic,"1370 Admirers","959 sales","(233)","5","On Etsy since 2015","I gladly accept returns and exchanges","14 days of delivery","1–2 business days","within 24 hours."
a440pianos,"83 Admirers","15 sales","","5","On Etsy since 2017","","","3–4 weeks","within a few hours."
AntiquesBeadsCollect,"90 Admirers","43 sales","(8)","5","On Etsy since 2018","I don't accept returns, exchanges, or cancellations","","6–8 weeks","within 24 hours."
AntiqueShaty,"195 Admirers","258 sales","(49)","5","On Etsy since 2017","","","1–3 business days","within a few hours."
evgenmusic77,"2 Admirers","2 sales","","","On Etsy since 2019","","","1–2 weeks","within 24 hours."
BlakeVintageShop,"22 Admirers","362 sales","(64)","4.8438","On Etsy since 2018","","","1 business day",""
GoodsonVintage,"271 Admirers","632 sales","(172)","4.9358","On Etsy since 2017","I gladly accept returns, exchanges, and cancellations","14 days of delivery","1 business day","within a few hours."
paperboyspaper,"177 Admirers","544 sales","(103)","5","On Etsy since 2013","","","1–3 business days","within 24 hours."
BensVintageItems,"550 Admirers","2,014 sales","(509)","4.8296","On Etsy since 2014","","","1–2 business days","within a few hours."
UltimateMusicDirect,"27 Admirers","272 sales","(26)","4.7692","On Etsy since 2015","I gladly accept returns and exchanges","14 days of delivery","3–5 business days","within a few hours."
PigsPokeCollectibles,"222 Admirers","734 sales","(226)","4.8621","On Etsy since 2012","I don't accept returns, exchanges, or cancellations","","3–5 business days","within a few hours."
ARTetMUSIC,"12 Admirers","8 sales","","","On Etsy since 2016","I gladly accept returns and exchanges","14 days of delivery","3–5 business days","within a few hours."
TomsVintageStraps,"21 Admirers","43 sales","(5)","5","On Etsy since 2019","","","1–3 business days","within a few hours."
MissBargainHuntress,"1700 Admirers","5,225 sales","(1202)","4.8899","On Etsy since 2013","I gladly accept returns and exchanges","14 days of delivery","1 business day","within 24 hours."
docblue48,"12 Admirers","9 sales","(2)","5","On Etsy since 2015","","","1–2 business days","within a few hours."
TheVintageTreasureBG,"3 Admirers","3 sales","(1)","5","On Etsy since 2019","I gladly accept returns, exchanges, and cancellations","14 days of delivery","1–3 business days",""
msvicwaas,"165 Admirers","284 sales","(87)","4.9722","On Etsy since 2012","I gladly accept cancellations","1 hour of purchase","1 business day","within a few hours."
RedDaxTools,"143 Admirers","215 sales","(54)","5","On Etsy since 2011","","","1–3 business days","within 24 hours."
OldFangledFinds,"1900 Admirers","5,194 sales","(1111)","4.9414","On Etsy since 2013","I gladly accept returns","3 days of delivery","1–3 business days","within a few hours."
RickZCo,"","","","","On Etsy since 2019","","","3–4 weeks",""
DreamsofYesterday,"267 Admirers","689 sales","(160)","4.2222","On Etsy since 2012","I don't accept returns, exchanges, or cancellations","","1–3 business days","within 24 hours."
FairylandPrints,"979 Admirers","950 sales","(278)","5","On Etsy since 2014","I gladly accept returns","3 days of delivery","1–2 business days","within 24 hours."
